timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-06T11:09:29,codecarbon,3688ec91-a9d2-4d5f-a692-db50adbc8228,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.5177150829695165,1.4481793178082876e-08,4.116818115314193e-09,1.8079,0.0018,3.0,1.3350360110872296e-07,9.46290771011263e-10,2.2141183998125296e-07,3.558617318609872e-07,Sweden,SWE,västra götaland county,,,macOS-13.0.1-arm64-arm-64bit,3.12.7,3.0.4,8,Apple M1 Pro,1,Apple M1 Pro,12.5785,57.6735,16.0,machine,N,1.0
